Title,Location,start_salary,max_salary,skills
Data Analysis,Pune,5000,10000,"Data Analysis, Data Analytics"
Artificial Intelligence Trainer,"Coimbatore, Erode, Tiruppur, Salem",3000,10000,"Artificial Intelligence, Teaching"
Business Associate,Vadodara,3000,3000,"Effective Communication, English Proficiency Spoken"
3D Printing,Chennai,3000,3000,"Arduino, AutoCAD, Autodesk Fusion 360, SolidWorks"
Product Management,Hyderabad,5000,5000,"Data Analytics, MSOffice, Product Lifecycle ManagementPLM, SQL, Wireframing"
Graphic & Video Editing,Jaipur,5000,5000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Canva, Photography, Video Editing, Video Making"
Anchoring,Bhopal,7000,7000,"Anchoring, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken"
HR Recruitment,Mumbai,10000,10000,"Effective Communication, MSExcel"
Photography,Hyderabad,10000,15000,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography, Video Editing"
Film Production,Delhi,8000,8000,"Adobe Photoshop, Adobe Premiere Pro, MSExcel, MSOffice, Photography, Video Making"
General Management,Gurgaon,15000,15000,"Client Relationship, Effective Communication, English Proficiency Spoken, Instagram Marketing, MSExcel, MSWord, Social Media Marketing"
Project Management,Kanpur,10000,10000,"Data Analytics, Effective Communication, Lead Generation, MSExcel"
Robotics Software Development,Pune,12500,12500,"C Programming, Machine Learning, Python, Robotics, Robot Operating System ROS"
Electronics Engineering,Ahmedabad,5000,5000,"3ds Max, ARM Microcontroller, AutoCAD, C Programming, Embedded Systems, Internet of Things IoT, Microsoft PowerApps, PCB Design, PCB Soldering, Raspberry Pi"
Digital Marketing,"Thane, Navi Mumbai, Mumbai, Vashi, Panvel",3000,3000,"Digital Marketing, Facebook Marketing, Google AdWords, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Hardware Development,Faridabad,8000,8000,"ARM Microcontroller, PCB Design, PCB Soldering"
Public Relations (PR) & Outreach,Remote,2000,2000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Canva, Final Cut Pro, Video Editing, Video Making"
Channel Partnership Program Representative,Mumbai,3000,3000,"Effective Communication, Sales, Sales pitch"
Business Analytics,Gurgaon,7000,7000,"MSExcel, MSOffice, Research and Analytics"
HR Consultant,Hyderabad,10000,10000,"Flexible work hours, Informal dress code, 5 days a week"
Transcription QA - Bengali Language Expert,Remote,9000,15000,"Bengali Proficiency Spoken, Bengali Proficiency Written, Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Transcription - Bengali Text Expert,Remote,15000,30000,"Bengali Proficiency Spoken, Bengali Proficiency Written, Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Transcription QA - Tamil Expert,Remote,9000,15000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Tamil Proficiency Spoken, Tamil Proficiency Written, Transcription"
Transcription - Tamil Expert,Remote,15000,30000,"British English, Content Writing, Creative Writing, Google Workspace, MSExcel, Proofreading, Quality AssuranceQuality Control QAQC, Tamil Proficiency Spoken, Tamil Proficiency Written, Transcription"
Transcription QA - Telugu Expert,Remote,9000,15000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Telugu Proficiency Spoken, Telugu Proficiency Written, Transcription"
Transcription QA - Marathi Expert,Remote,9000,15000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Transcription - Telugu Expert,Remote,15000,30000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Malayalam, Proofreading, Quality AssuranceQuality Control QAQC, Telugu Proficiency Spoken, Telugu Proficiency Written, Transcription"
Embedded Systems,Delhi,8000,15000,"Adobe Photoshop, Arduino, Embedded Systems, Facebook Marketing, Internet of Things IoT, MATLAB, Raspberry Pi, Search Engine Optimization SEO"
Chemical Engineering,Indore,10000,12000,Chemistry
Transcription - Hindi QA Expert,Remote,9000,15000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Hindi Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Transcription - English QA Expert,Remote,9000,15000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Content Writing (Academic),Jaipur,10000,10000,"Content Writing, English Proficiency Written, Research and Analytics, Time Management"
Mobile App Development,Alwar,10000,20000,React Native
Social Media Web App Development - Next.js And PostgreSQL/MongoDB,Remote,10000,10000,"Nextjs, Nodejs, SQL, Tailwind CSS"
"Mobile Chat App Development - React Native Expo, Node, Express & MongoDB",Remote,10000,10000,"Expressjs, MongoDB, Nodejs, React Native, Tailwind CSS, TypeScript"
Sales,Kolkata,15000,15000,"CRM, Effective Communication, Sales, Sales pitch"
Human Resources (HR),West,12000,12000,"Client Relationship, Compensation management, English Proficiency Spoken, English Proficiency Written, MSExcel, Recruitment"
Graphic Design,"Thane, Navi Mumbai, Mumbai",10000,15000,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, CorelDRAW"
Sales Development Representative,Bangalore,15000,15000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, Market Research, Sales"
Transcription - Quality Assurance,Remote,9000,15000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Transcription - Marathi Language,Remote,15000,30000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Marathi ProficiencySpoken, Marathi ProficiencyWritten, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Chartered Accountancy (CA),Pune,2000,2000,"Accounting, MSExcel"
Transcription - TR Hindi,Remote,15000,30000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Hindi Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Transcription - TR English,Remote,15000,30000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Quality AssuranceQuality Control QAQC, Transcription"
Social Media Marketing (Video Editing),Remote,3000,3000,"Instagram Marketing, Social Media Marketing, Video Editing, Video Making"
Assistant Director,Delhi,15000,15000,"Acting technique, Anchoring, Creative Writing, Effective Communication, Photography"
Odia Transcriptionist,Remote,3000,3000,"Odia ProficiencySpoken, Odia ProficiencyWritten"
Python Development,Ahmedabad,5000,10000,"Django, Machine Learning, Python"
AI Trainer,Tamil Nadu,3000,3000,"Artificial Intelligence, Teaching"
Founders Office Operations,Delhi,6000,12000,"Sales, Sales pitch"
Content Creation & Digital Marketing,Kolkata,8000,12000,"Content Marketing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,"Delhi, Badarpur",4000,5000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Content & E-Commerce Management,Bangalore,2500,2500,"Content Marketing, Content Writing, Creative Writing, Facebook Ads, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing, YouTube Ads"
Project Management,Allahabad,3000,3000,"English Proficiency Spoken, English Proficiency Written, Marketing Programs, MSWord, Project Management"
Data Analytics,"Delhi, Ghaziabad, Meerut, Greater Noida, Noida",8000,12000,"Data Analytics, MSExcel, Python"
Hospitality,Faridabad,5000,5000,"English Proficiency Spoken, English Proficiency Written, Recruitment"
Tendering,Bhopal,8000,8000,"Business Analysis, English Proficiency Spoken, English Proficiency Written, TypeScript"
Content Writer,Delhi,6000,6000,"Blogging, Content Writing, Effective Communication"
Video Ads Creation,Remote,6500,6500,"Canva, Video Editing, Video Making"
Sales,Gandhinagar,10000,10000,"CRM, Event Management, Lead Generation, Marketing, Marketing Campaigns, Marketing Programs, Marketing Strategies, Market Research"
Sales Consultant,Noida,10000,10000,"Sales, Sales pitch"
Motion Editing,Mumbai,10000,10000,"Adobe After Effects, Adobe Creative Suite, Adobe Premiere Pro"
Telemarketing,Delhi,6000,10000,Sales
Supply Chain & Logistics Operations,Bangalore,15000,15000,"Data Analysis, Effective Communication, Time Management"
Retail Onboarding,Bangalore,15000,15000,Effective Communication
Graphic Design,Patna,3000,5000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, CorelDRAW, UI, UX Design, Video Editing"
Teaching,Ahmedabad,12000,12000,"English Proficiency Spoken, Teaching"
Auditing & Accounting,"Ahmedabad, Bhavnagar, Gandhinagar, Jamnagar, Mehsana, Surat, Dahod, Junagadh, Mahisagar, Banaskantha, Gujarat, Vadodara",10000,10000,"Accounting, Effective Communication, Enterprise Resource PlanningERP, Tally"
Marketing,South Mumbai,30000,30000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, MSOffice, Sales pitch, Search Engine Optimization SEO, Social Media Marketing"
Sales,Lucknow,5000,8000,"Effective Communication, Marketing, MSExcel, MSOffice, MSPowerPoint, Problem Solving, Research and Analytics, Sales, Social Media Marketing, Time Management"
Business Development - Software Sales,Lucknow,4000,10000,"Effective Communication, Market Research, Negotiation, Problemsolving, Product Management, Sales, Time Management"
Computer Vision And Deep Learning,Mumbai,10000,15000,"C Programming, Computer Vision, Deep Learning, Docker, Git, Image Processing, Linux, Machine Learning, Mathematics, OpenCV, Python, Raspberry Pi, SQL"
Computer Typing/Microsoft Office Operations,Jaipur,5000,5000,"CorelDRAW, MSOffice, MSWord"
Associate Consultant,Mumbai,10000,15000,"Effective Communication, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSOffice, Operations, Social Media Marketing, Video Editing, Video Making"
Interior Design,Nagpur,7000,7000,"AutoCAD, Effective Communication, MSExcel"
Travel Consultant,Hyderabad,7000,10000,"Holiday Package Design, Travel Itinerary Making"
Art And Marketing,Nagpur,2000,2000,"Canva, Content Marketing, Design Thinking, Instagram Marketing, Painting, Sketching, Social Media Marketing"
Accounting,Mumbai,5000,10000,"Accounting, Advanced Excel, Tally"
Entrepreneur In Residence,Gurgaon,25000,25000,"Digital Marketing, Instagram Marketing, Marketing"
Founders Office Operations,Mumbai,15000,15000,"Business Analysis, Business Research, Effective Communication, MSExcel, MSOffice"
Videography,Chennai,2000,8000,"Adobe After Effects, Photography, Video Making"
Sales,Chandigarh,15000,15000,5 days a week
Sales & Marketing  (Insurance & Mutual Funds),Mumbai,5000,8000,"Effective Communication, Problem Solving"
Marketing,Bellary,10000,15000,"Client Interaction, Client Relationship, Creative Writing, Effective Communication, English Proficiency Spoken, Google Workspace, Marketing Campaigns"
Backend Operations,Mumbai,10000,10000,"Canva, Effective Communication, Google Suite G Suite, MSExcel, MSWord"
Talent Acquisition,Delhi,4000,4000,Recruitment
Photography And Videography,Mumbai,8000,10000,"Photography, Video Editing, Video Making"
Cold Calling & Sales,"Phagwara, Phagwara Sharki",2000,2000,Sales
Public Relations - Client Servicing,Remote,3000,3000,"English Proficiency Spoken, MSExcel, MSPowerPoint"
Apparel Merchandising,Kolkata,10000,10000,"Adobe Photoshop, Data Analysis, Effective Communication, MSExcel"
Sales Consultant,Hyderabad,6000,6000,"Effective Communication, English Proficiency Written"
Customer Engagement,Pune,10000,10000,Effective Communication
Sales,"Navi Mumbai, Mumbai",5000,5000,"English Proficiency Written, MSExcel"
Robotics,"Secunderabad, Hyderabad, Raipur",15000,15000,"Arduino, Artificial Intelligence, Data Science, Internet of Things IoT, Machine Learning, Python, Raspberry Pi, Robotics"
Marketing,Indore,12000,12000,"Content Writing, Digital Marketing, Email Marketing, Market Research, MSOffice, Search Engine Optimization SEO"
Product & Home Decor Accessory Design,Ahmedabad,7000,7000,"Adobe Photoshop, KeyShot, MSOffice, Rhino"
Digital Marketing,Dombivli,10000,15000,"Creative Writing, Digital Marketing, Search Engine Optimization SEO, Social Media Marketing"
Female - Social Media Management,Delhi,7000,10000,"Canva, Creative Writing, English Proficiency Spoken, English Proficiency Written, Photography, Social Media Marketing, Video Editing, Video Making"
Artificial Intelligence (AI),Thane,5000,10000,"Artificial Intelligence, Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing NLP, Python"
Google/Meta Ads Specialist,Bangalore,14000,14000,"Facebook Ads, Google AdWords"
PR & Marketing,Mumbai,5000,10000,"Adobe Creative Suite, Canva, Digital Marketing, MSOffice"
Luxury Brand Management,Mumbai,5000,10000,"Adobe Creative Suite, Canva, MSOffice"
Business Development Support (Arabic Speaking),Remote,4000,4000,Arabic Proficiency Spoken
SEO Trainee,Pune,10000,10000,5 days a week
Research (Primary And Secondary),Noida,7000,7000,"English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, Research and Analytics"
Accessories Designer,Gurgaon,10000,10000,"CAD, Rhino"
Frontend Developer For Quantitative Trading Backtester,Remote,15000,20000,"Data Structures, Flask, HTML, MongoDB, Python"
Mechanical Engineering,"Pimpri-Chinchwad, Chakan",12500,15000,"AutoCAD, Engineering Drawing, Mechanical, Electrical Product Design, SolidWorks"
Production Engineer,Delhi,5000,5000,"C Programming, PCB Design, PCB Soldering"
Influencer Marketer - Malayalam,Hyderabad,10000,14000,"Content Writing, Effective Communication, Malayalam Proficiency Spoken, Malayalam Proficiency Written, Negotiation, Problemsolving, Social Media Marketing"
Content Development (English),Delhi,10000,10000,"Creative Writing, English Proficiency Spoken, English Proficiency Written"
Visual Design,Ahmedabad,6000,6000,"Adobe Photoshop, KeyShot, Rhino"
Community Influencer,Remote,3000,3000,"Effective Communication, Problem Solving"
Game Development,"Amritsar, Aurangabad, Chandigarh, Delhi, Ghaziabad, Gurgaon, Patiala, Pune, Mumbai, Pimpri-Chinchwad, Noida, Raipur, Nagpur, Nashik",20000,20000,"Java, Unity 3D, Unity Engine"
Content & E-Commerce Management,Hyderabad,10000,15000,"Adobe Photoshop, Adobe Premiere Pro, English Proficiency Spoken, English Proficiency Written"
Digital Marketing,"Chennai, Coimbatore, Delhi, Gurgaon, Lucknow, Patna, Pune, Ranchi, Bangalore, Hyderabad, Mumbai, Varanasi, Jaipur, Noida, Andhra Tharhi",18000,18000,"Creative Writing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Google AdWords, Google Analytics, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO"
Business Development (Sales),"Aurangabad, Chennai, Delhi, Indore, Patna, Pune, Ahmednagar, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Nashik, Gwalior West, Andhra Pradesh",15000,20000,"English Proficiency Spoken, English Proficiency Written, MSExcel, Salesforce"
Social Media Marketing,"Faridabad, Delhi, Ghaziabad, Guwahati, Gurgaon, Kolkata, Lucknow, Siliguri, Shimla, Darjeeling, Bangalore, Kochi, Noida, Allahabad, Sikkim",15000,15000,"Creative Writing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Marketing,"Aurangabad, Chennai, Guwahati, Indore, Kolkata, Pune, Siliguri, Shimla, Bangalore, Hyderabad, Bhopal, Mumbai, Raipur, Nagpur, Nashik",20000,20000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, MSExcel, Social Media Marketing"
Graphic Design,"Ahmedabad, Akola, Aurangabad, Pune, Amravati, Ahmednagar, Mumbai, Pimpri-Chinchwad, Baramati, Nagpur, Nashik",15000,15000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, CorelDRAW, UI, UX Design, Video Editing"
Business Analytics,"Ahmedabad, Chandigarh, Chennai, Delhi, Gurgaon, Indore, Kolkata, Pune, Bangalore, Hyderabad, Bhopal, Mumbai, Jaipur, Noida, Bhopalgarh",18000,18000,"Data Analytics, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
F&B Service,Ernakulam,9000,9000,Effective Communication
Environmental Sciences,Remote,8000,8000,"Effective Communication, English Proficiency Written, MSExcel"
Product (UX/UI And Research Focus),Delhi,10000,15000,"Figma, Sketch"
Purchase Coordinator,Delhi,6000,6000,"Effective Communication, Negotiation, Problemsolving, Quality AssuranceQuality Control QAQC"
Business Development And Hiring Support Intern,Hyderabad,6000,8000,"Business Research, Content Writing, Effective Communication, Email Marketing, Interpersonal Skills, LinkedIn Marketing, Recruitment"
Team Lead Operations,Remote,12000,12000,Operations
Product Photography,"Chennai, Tirupati, Nellore, Vijayawada",10000,10000,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography"
Client Acquisition,Delhi,10000,12000,"Client Interaction, Client Relationship, Effective Communication, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Lead Generation, MSExcel"
Visual Communication,Mumbai,5000,10000,"Adobe After Effects, Adobe Creative Suite, Adobe Photoshop, Adobe Premiere Pro"
Telecalling,Ambala Cantt,5000,10000,"Client Interaction, Client Relationship, Effective Communication, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Marketing, MSExcel, Sales"
Merchandising,Mumbai,5000,10000,"Canva, MSExcel"
Front End Development,Delhi,8000,8000,"CSS, HTML, JavaScript, ReactJS"
Event Management,"Mangalore, Bangalore, Udupi",15000,20000,"English Proficiency Spoken, Kannada Proficiency Spoken, MSExcel, MSOffice"
Odia Expert,Remote,10000,10000,"Quality AssuranceQuality Control QAQC, Transcription, Translation"
Database Building/Management,Remote,6000,12000,"MSExcel, MSOffice, MSWord"
"Advanced Video Editing – Motion Graphics, Animation & Social Media Content",Remote,10000,10000,"Adobe After Effects, Adobe Premiere Pro, Final Cut Pro, Video Editing"
Administration Assistant,Remote,5000,5000,"Canva, Creative Writing, Effective Communication, English Proficiency Spoken, English Proficiency Written, Marketing Campaigns, Social Media Marketing"
Customer Education,Remote,18000,18000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing, Video Editing, Video Making"
Sales Representative (Medical Products),Remote,1000,10000,"Effective Communication, MSExcel, Sales, Sales pitch"
Graphic Design,"Delhi, Panipat",8000,10000,"Adobe Illustrator, Adobe Photoshop, Video Editing"
Business Development (Sales),Dombivli,3000,3000,"Digital Marketing, English Proficiency Spoken"
Marketing- Founders Office,Bangalore,35000,35000,"Content Writing, Effective Communication, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
E-mail Marketing,Remote,18000,18000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Content Presentation (Shorts/Reels),Remote,2500,6000,"Anchoring, Teaching"
Debate Participation & Discussion,Delhi,2500,6000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Subject Matter Expert (CUET),Delhi,3500,6000,"Anchoring, Teaching"
Youtube Channel Management,Delhi,3500,10000,"CMS, Content Marketing, Search Engine Optimization SEO"
Event Management,Pune,10000,10000,"MSOffice, MSPowerPoint"
E-Commerce Marketing,Siliguri,3000,3000,"Algorithms, Content Marketing, Design Thinking, Search Engine Optimization SEO"
Telecalling,"Kharar, Mohali",8000,12000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel"
Algorithm Developer,Remote,8000,15000,"Data Analytics, Java, Python"
Relationship Manager,Noida,10000,20000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Hindi Proficiency Written, MSOffice"
Social Media Sales,Remote,3000,3000,"Instagram Marketing, Social Media Marketing"
Brand Management,Delhi,6000,6000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Media & Public Relations (PR),Kolkata,8000,8000,"English Proficiency Spoken, MSExcel, Social Media Marketing"
Videography,Sonipat,30000,30000,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Photography, Video Editing, Video Making"
Customer Service/Customer Support,Sonipat,20000,20000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, MSOffice"
Reel Editor,Remote,2500,2500,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Animation, Audio Editing, Canva, Video Editing"
Pop-Up Sales,Bangalore,2000,2000,"Effective Communication, Sales"
Digital Marketing,"Visakhapatnam, Secunderabad, Hyderabad, Vijayawada",5000,5000,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Digital Marketing,Visakhapatnam,5000,5000,"Digital Marketing, Search Engine Marketing SEM, Social Media Marketing"
Law/Legal,Pune,6000,6000,"English Proficiency Spoken, English Proficiency Written, MSWord"
Digital Marketing(Female),Kolkata,7000,7000,"Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, MSPowerPoint, Search Engine Optimization SEO, Social Media Marketing"
Digital Marketing,"Agra, Ghaziabad, Noida",6000,12000,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Social Media Marketing"
Sales Associate,Pune,25000,25000,"Business Analysis, Effective Communication, Financial literacy, Financial Modeling, Negotiation, Problemsolving, Training And Development"
Research Analyst,Gurgaon,15000,15000,"Business Research, MSExcel, NoSQL"
Data Science,Gurgaon,15000,15000,"Advanced Excel, Data Analysis, Data Analytics, Database Management System DBMS, Data Science, Data Structures, Machine Learning, Natural Language Processing NLP, Power BI, Python, SQL, Statistics, Tableau"
Teaching Assistant - Supply Chain Logistics,Gurgaon,18000,18000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, Online Teaching"
Mobile App Development,Gurgaon,15000,15000,"Android, APIs, C Programming, Figma, iOS, Kotlin, React, ReactJS, React Native, Redux, Swift, Unity 3D"
Recruitment Consultant,Mumbai,5000,5000,"Human Resource Information System HRIS, Recruitment"
Video Editor (Educational Content),Remote,7000,7000,"Adobe Premiere Pro, British English, English Proficiency Spoken, English Proficiency Written, Google Suite G Suite, Video Editing"
Marketing & Events,Delhi,15000,18000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, Social Media Marketing"
Human Resources (HR),"Bangalore, Rajajinagar",15000,15000,"English Proficiency Spoken, MSExcel, MSOffice, MSWord, Recruitment"
Creative Designer And Marketing,Remote,3000,3000,"Design Thinking, Figma, Market Analysis, Marketing, Marketing Strategies"
Hotel Management(Chef),Delhi,6000,8000,Culinary Arts
Inside Sales,"Pune, Katraj, Kondhwad",5000,5000,"Effective Communication, Sales"
Research,Pune,10000,10000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Report Writing"
Trainee - Graphic Design,Mumbai,12500,12500,"Adobe Illustrator, Adobe Photoshop"
Field Sales,"Lucknow, Moradabad, Varanasi, Kanpura",10000,10000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Creative Design,"Delhi, Gurgaon, Noida",7000,7000,Adobe Photoshop
Event Management,Ghaziabad,15000,15000,"English Proficiency Spoken, Event Management"
Content Creator,Surat,2000,2000,"Content Marketing, Video Editing, Video Making"
Subject Matter Expert (Physical Chemistry),Remote,5000,6000,"Chemistry, Physics, Subject Matter Expert SME"
Business Development (Field Sales),"Delhi, Noida, South",5000,5000,"Client Interaction, Client Relationship, Operations, Project Management, Sales, Sales pitch, Time Management"
E-commerce Operations Executive,Pune,7000,15000,"CRM, Data Analysis, Effective Communication, MSExcel, Operations"
Legal Research,Bangalore,5000,5000,"English Proficiency Spoken, English Proficiency Written, MSWord"
Digital Marketing,Guwahati,2000,6000,"Digital Marketing, Instagram Marketing, Social Media Marketing"
Social Media Marketing,Chandigarh,3000,3000,Social Media Marketing
General Management,Delhi,13000,13000,"English Proficiency Spoken, Operations"
Field Executive – Sales Department (Banking Domain),Indore,10000,15000,"Effective Communication, Interpersonal Skills, Marketing, MSOffice, Problem Solving, Sales, Time Management"
Telecalling,Mangalore,8000,8000,"Effective Communication, Malayalam Proficiency Spoken"
Subject Matter Expert (SME),Noida,12000,12000,"Accounting, Business Research, Content Writing, Economics, Effective Communication, English Proficiency Written, Problem Solving, Subject Matter Expert SME, Time Management"
Internet Of Things (IoT),Pithoragarh,5000,7000,"Arduino, Internet of Things IoT, Machine Learning, OpenCV, Python"
Business Development/Brand Partnerships,Bangalore,15000,15000,"Business Analysis, Business Research, Marketing, Sales, Sales pitch"
Illustrator,Bangalore,10000,15000,"Adobe Illustrator, Adobe Photoshop"
Buisness Devlopment,Remote,5000,5000,"Client Interaction, Client Relationship, Market Analysis, Market Research, Sales, Sales pitch"
Script Writing,Bangalore,15000,15000,"Content Writing, Creative Writing, Digital Advertising, Digital Marketing, Report Writing"
Business Development (Sales),Pimpri-Chinchwad,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
"Controls, Automation And Instrumentation Engineering",Dombivli,10000,14000,"Informal dress code, Job offer"
Business Consultant,Noida,5000,7000,"Business Research, Data Analysis, Effective Communication, MSExcel, Sales pitch"
Web Development,Noida,2000,2000,"Bootstrap, CSS, Expressjs, HTML, JavaScript, Nodejs, ReactJS"
Architecture,"Patna, Bodhgaya",8000,18000,"3ds Max, Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk Revit, Google SketchUp, MSOffice"
Educational Consultant,Chandigarh,10000,15000,"Effective Communication, Interpersonal Skills, Lead Generation, MSOffice, Problem Solving, Sales, Time Management"
Business Operation,"Delhi, Noida",5000,5000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Teaching,Greater Noida,4500,4500,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Teaching"
WordPress Development,"Delhi, Ghaziabad, Gurgaon, Noida",10000,10000,"HTMLCSS, WordPress"
Field Sales,Mirzapur,15000,15000,English Proficiency Spoken
Wordpress Website Making Using Elementor Page Builder,Remote,7500,7500,"CSS, HTML, WordPress"
Billing Executive,Delhi,2000,8000,"Effective Communication, MSOffice, Time Management"
Content Creator (Reels),Remote,8000,8000,"Instagram Marketing, Video Editing, Video Making"
Backend Development,Chennai,7500,12000,"CSS, HTML, JavaScript, jQuery, LARAVEL, PHP, REST API"
Project Management,Chennai,6000,12000,"Effective Communication, Project Management, Social Media Marketing"
AWS DevOps Engineer,"Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai",15000,15000,"Amazon Web Server AWS, CICD, DevOps, Docker, Git, Jenkins, Kubernetes, Terraform"
Influencer Marketing,Chennai,6000,12000,"Acting Audition, Acting technique, English Proficiency Spoken"
GroqCloud Engineer,Remote,2000,3000,"Artificial Intelligence, Python"
Python Developer,Ahmedabad,5000,10000,"Django, Machine Learning, Python"
Business Development & Talent Outreach,Remote,4000,4000,"Business Analysis, LinkedIn Marketing, Sales pitch, Storyboarding"
Full Stack Development,Navi Mumbai,2000,2000,"AngularJS, Bubbleio, CSS, HTML, JavaScript, MongoDB, MySQL, Nodejs, PHP, Python, ReactJS"
Healthcare Research and Writing,Remote,15000,15000,"Content Writing, Research and Analytics"
Electronics Engineering,Navi Mumbai,10000,15000,"C Programming, Circuit Design, Embedded Systems, Linux, PCB Design, Python, Verilog, VHDL"
Quality Analyst,Gurgaon,15000,15000,"CRM, Effective Communication, Report Writing"
Market Growth and Research,Remote,5000,5000,"Business Analysis, Business Research, Content Marketing, Digital Marketing"
AI/ML Developer - Python,Remote,5000,10000,"Machine Learning, Python"
Social Media Content Creator,Remote,5000,10000,"Canva, Content Writing, Creative Writing, Digital Marketing"
